x,y,z
0,0,0.0
0,1,0.08715574274765817
0,2,0.17364817766693033
0,3,0.25881904510252074
0,4,0.3420201433256687
0,5,0.42261826174069944
0,6,0.49999999999999994
0,7,0.573576436351046
0,8,0.6427876096865393
0,9,0.7071067811865475
0,10,0.766044443118978
0,11,0.8191520442889918
0,12,0.8660254037844386
0,13,0.9063077870366498
0,14,0.9396926207859083
0,15,0.9659258262890682
0,16,0.984807753012208
0,17,0.9961946980917454
0,18,1.0
0,19,0.9961946980917457
0,20,0.9848077530122082
0,21,0.9659258262890685
0,22,0.9396926207859088
0,23,0.9063077870366504
0,24,0.8660254037844392
0,25,0.8191520442889925
0,26,0.7660444431189789
0,27,0.7071067811865486
0,28,0.6427876096865405
0,29,0.5735764363510474
0,30,0.5000000000000014
0,31,0.4226182617407011
0,32,0.34202014332567054
0,33,0.25881904510252274
0,34,0.17364817766693247
0,35,0.0871557427476604
0,36,2.3429107291650482e-15
0,37,-0.08715574274765574
0,38,-0.17364817766692783
0,39,-0.2588190451025182
0,40,-0.34202014332566616
0,41,-0.42261826174069683
0,42,-0.49999999999999745
0,43,-0.5735764363510436
0,44,-0.6427876096865369
0,45,-0.7071067811865452
0,46,-0.7660444431189761
0,47,-0.81915204428899
0,48,-0.866025403784437
0,49,-0.9063077870366486
0,50,-0.9396926207859072
0,51,-0.9659258262890674
0,52,-0.9848077530122075
0,53,-0.9961946980917452
0,54,-1.0
0,55,-0.9961946980917459
0,56,-0.9848077530122088
0,57,-0.9659258262890693
0,58,-0.9396926207859098
0,59,-0.9063077870366517
0,60,-0.8660254037844408
0,61,-0.8191520442889944
0,62,-0.766044443118981
0,63,-0.7071067811865508
0,64,-0.6427876096865429
0,65,-0.57357643635105
0,66,-0.5000000000000043
0,67,-0.42261826174070405
0,68,-0.3420201433256736
0,69,-0.25881904510252585
0,70,-0.17364817766693563
0,71,-0.08715574274766362
0,72,-5.573999878030222e-15
0,73,0.08715574274765252
0,74,0.17364817766692467
0,75,0.2588190451025151
0,76,0.3420201433256631
0,77,0.42261826174069395
0,78,0.4999999999999946
0,79,0.5735764363510409
0,80,0.6427876096865345
0,81,0.7071067811865429
0,82,0.7660444431189738
0,83,0.8191520442889879
0,84,0.8660254037844353
0,85,0.906307787036647
0,86,0.939692620785906
0,87,0.9659258262890664
0,88,0.9848077530122068
0,89,0.9961946980917449
0,90,1.0
0,91,0.9961946980917462
0,92,0.9848077530122094
0,93,0.9659258262890703
0,94,0.9396926207859111
0,95,0.9063077870366533
0,96,0.8660254037844427
0,97,0.8191520442889965
0,98,0.7660444431189833
0,99,0.7071067811865535
1,0,0.0
1,1,0.08715574274765817
1,2,0.17364817766693033
1,3,0.25881904510252074
1,4,0.3420201433256687
1,5,0.42261826174069944
1,6,0.49999999999999994
1,7,0.573576436351046
1,8,0.6427876096865393
1,9,0.7071067811865475
1,10,0.766044443118978
1,11,0.8191520442889918
1,12,0.8660254037844386
1,13,0.9063077870366498
1,14,0.9396926207859083
1,15,0.9659258262890682
1,16,0.984807753012208
1,17,0.9961946980917454
1,18,1.0
1,19,0.9961946980917457
1,20,0.9848077530122082
1,21,0.9659258262890685
1,22,0.9396926207859088
1,23,0.9063077870366504
1,24,0.8660254037844392
1,25,0.8191520442889925
1,26,0.7660444431189789
1,27,0.7071067811865486
1,28,0.6427876096865405
1,29,0.5735764363510474
1,30,0.5000000000000014
1,31,0.4226182617407011
1,32,0.34202014332567054
1,33,0.25881904510252274
1,34,0.17364817766693247
1,35,0.0871557427476604
1,36,2.3429107291650482e-15
1,37,-0.08715574274765574
1,38,-0.17364817766692783
1,39,-0.2588190451025182
1,40,-0.34202014332566616
1,41,-0.42261826174069683
1,42,-0.49999999999999745
1,43,-0.5735764363510436
1,44,-0.6427876096865369
1,45,-0.7071067811865452
1,46,-0.7660444431189761
1,47,-0.81915204428899
1,48,-0.866025403784437
1,49,-0.9063077870366486
1,50,-0.9396926207859072
1,51,-0.9659258262890674
1,52,-0.9848077530122075
1,53,-0.9961946980917452
1,54,-1.0
1,55,-0.9961946980917459
1,56,-0.9848077530122088
1,57,-0.9659258262890693
1,58,-0.9396926207859098
1,59,-0.9063077870366517
1,60,-0.8660254037844408
1,61,-0.8191520442889944
1,62,-0.766044443118981
1,63,-0.7071067811865508
1,64,-0.6427876096865429
1,65,-0.57357643635105
1,66,-0.5000000000000043
1,67,-0.42261826174070405
1,68,-0.3420201433256736
1,69,-0.25881904510252585
1,70,-0.17364817766693563
1,71,-0.08715574274766362
1,72,-5.573999878030222e-15
1,73,0.08715574274765252
1,74,0.17364817766692467
1,75,0.2588190451025151
1,76,0.3420201433256631
1,77,0.42261826174069395
1,78,0.4999999999999946
1,79,0.5735764363510409
1,80,0.6427876096865345
1,81,0.7071067811865429
1,82,0.7660444431189738
1,83,0.8191520442889879
1,84,0.8660254037844353
1,85,0.906307787036647
1,86,0.939692620785906
1,87,0.9659258262890664
1,88,0.9848077530122068
1,89,0.9961946980917449
1,90,1.0
1,91,0.9961946980917462
1,92,0.9848077530122094
1,93,0.9659258262890703
1,94,0.9396926207859111
1,95,0.9063077870366533
1,96,0.8660254037844427
1,97,0.8191520442889965
1,98,0.7660444431189833
1,99,0.7071067811865535
2,0,0.0
2,1,0.08715574274765817
2,2,0.17364817766693033
2,3,0.25881904510252074
2,4,0.3420201433256687
2,5,0.42261826174069944
2,6,0.49999999999999994
2,7,0.573576436351046
2,8,0.6427876096865393
2,9,0.7071067811865475
2,10,0.766044443118978
2,11,0.8191520442889918
2,12,0.8660254037844386
2,13,0.9063077870366498
2,14,0.9396926207859083
2,15,0.9659258262890682
2,16,0.984807753012208
