x,y,z
0,0,0.0
0,1,0.3420201433256687
0,2,0.6427876096865393
0,3,0.8660254037844386
0,4,0.984807753012208
0,5,0.984807753012208
0,6,0.8660254037844387
0,7,0.6427876096865395
0,8,0.3420201433256689
0,9,1.2246467991473532e-16
0,10,-0.34202014332566866
0,11,-0.6427876096865393
0,12,-0.8660254037844384
0,13,-0.9848077530122079
0,14,-0.9848077530122082
0,15,-0.8660254037844395
0,16,-0.6427876096865409
0,17,-0.3420201433256711
0,18,-2.9094646189298464e-15
0,19,0.3420201433256656
0,20,0.6427876096865365
0,21,0.8660254037844366
0,22,0.9848077530122072
0,23,0.9848077530122088
0,24,0.8660254037844409
0,25,0.642787609686543
0,26,0.3420201433256737
0,27,5.696464557944958e-15
0,28,-0.342020143325663
0,29,-0.6427876096865344
0,30,-0.8660254037844352
0,31,-0.9848077530122068
0,32,-0.9848077530122094
0,33,-0.8660254037844427
0,34,-0.6427876096865459
0,35,-0.34202014332567715
0,36,-9.371642916660193e-15
0,37,0.34202014332565955
0,38,0.6427876096865315
0,39,0.8660254037844334
1,0,0.0
1,1,0.3420201433256687
1,2,0.6427876096865393
1,3,0.8660254037844386
1,4,0.984807753012208
1,5,0.984807753012208
1,6,0.8660254037844387
1,7,0.6427876096865395
1,8,0.3420201433256689
1,9,1.2246467991473532e-16
1,10,-0.34202014332566866
1,11,-0.6427876096865393
1,12,-0.8660254037844384
1,13,-0.9848077530122079
1,14,-0.9848077530122082
1,15,-0.8660254037844395
1,16,-0.6427876096865409
1,17,-0.3420201433256711
1,18,-2.9094646189298464e-15
1,19,0.3420201433256656
1,20,0.6427876096865365
1,21,0.8660254037844366
1,22,0.9848077530122072
1,23,0.9848077530122088
1,24,0.8660254037844409
1,25,0.642787609686543
1,26,0.3420201433256737
1,27,5.696464557944958e-15
1,28,-0.342020143325663
1,29,-0.6427876096865344
1,30,-0.8660254037844352
1,31,-0.9848077530122068
1,32,-0.9848077530122094
1,33,-0.8660254037844427
1,34,-0.6427876096865459
1,35,-0.34202014332567715
1,36,-9.371642916660193e-15
1,37,0.34202014332565955
1,38,0.6427876096865315
1,39,0.8660254037844334
2,0,0.0
2,1,0.3420201433256687
2,2,0.6427876096865393
2,3,0.8660254037844386
2,4,0.984807753012208
2,5,0.984807753012208
2,6,0.8660254037844387
2,7,0.6427876096865395
2,8,0.3420201433256689
2,9,1.2246467991473532e-16
2,10,-0.34202014332566866
2,11,-0.6427876096865393
2,12,-0.8660254037844384
2,13,-0.9848077530122079
2,14,-0.9848077530122082
2,15,-0.8660254037844395
2,16,-0.6427876096865409
2,17,-0.3420201433256711
2,18,-2.9094646189298464e-15
2,19,0.3420201433256656
2,20,0.6427876096865365
2,21,0.8660254037844366
2,22,0.9848077530122072
2,23,0.9848077530122088
2,24,0.8660254037844409
2,25,0.642787609686543
2,26,0.3420201433256737
2,27,5.696464557944958e-15
2,28,-0.342020143325663
2,29,-0.6427876096865344
2,30,-0.8660254037844352
2,31,-0.9848077530122068
2,32,-0.9848077530122094
2,33,-0.8660254037844427
2,34,-0.6427876096865459
2,35,-0.34202014332567715
2,36,-9.371642916660193e-15
2,37,0.34202014332565955
2,38,0.6427876096865315
2,39,0.8660254037844334
3,0,0.0
3,1,0.3420201433256687
3,2,0.6427876096865393
3,3,0.8660254037844386
3,4,0.984807753012208
3,5,0.984807753012208
3,6,0.8660254037844387
3,7,0.6427876096865395
3,8,0.3420201433256689
3,9,1.2246467991473532e-16
3,10,-0.34202014332566866
3,11,-0.6427876096865393
3,12,-0.8660254037844384
3,13,-0.9848077530122079
3,14,-0.9848077530122082
3,15,-0.8660254037844395
3,16,-0.6427876096865409
3,17,-0.3420201433256711
3,18,-2.9094646189298464e-15
3,19,0.3420201433256656
3,20,0.6427876096865365
3,21,0.8660254037844366
3,22,0.9848077530122072
3,23,0.9848077530122088
3,24,0.8660254037844409
3,25,0.642787609686543
3,26,0.3420201433256737
3,27,5.696464557944958e-15
3,28,-0.342020143325663
3,29,-0.6427876096865344
3,30,-0.8660254037844352
3,31,-0.9848077530122068
3,32,-0.9848077530122094
3,33,-0.8660254037844427
3,34,-0.6427876096865459
